stt,category,title,content,link,label
652,VNExpress,CSGT kiểm tra nồng độ cồn trên toàn quốc - Báo VnExpress,"Cục trưởng Cảnh sát giao thông phát lệnh đồng loạt kiểm tra vi phạm về nồng độ cồn trên toàn quốc cùng thời điểm 12h-14h30 hôm nay. Tại Hà Nội, Phòng CSGT Công an thành phố đã triển khai tới 16 đội, địa điểm kiểm soát là những tuyến, nút giao trọng điểm. Đại diện Đội CSGT số 6 cho biết trưa cùng ngày đã phổ biến lệnh tới 6 tổ công tác. Tại nút giao Nguyễn Hoàng - Lê Đức Thọ, phường Từ Liêm, trong hai giờ, tổ công tác đã phát hiện hơn 40 trường hợp vi phạm. Trong đó có nam tài xế trú tại Ninh Bình bị phạt 9 triệu đồng và tước giấy phép lái xe trong 23 tháng. Đội CSGT số 6 kiểm tra nồng độ cồn một tài xế xe máy. Ảnh:  Tại TP HCM, Phòng CSGT TP HCM cũng triển khai kế hoạch cao điểm kiểm soát nồng độ cồn từ nay đến giai đoạn trước trong và sau tết Nguyên đán 2026. Các đội, trạm trên địa bàn sẽ tập trung kiểm tra tài xế từ 12h trưa đến rạng sáng hôm sau ở 38 đội trạm (bao gồm cả tỉnh Bình Dương và Bà Rịa- Vũng Tàu cũ).  Theo đại diện Phòng CSGT TP HCM, kể từ đầu năm, tai nạn liên quan đến n",https://vnexpress.net/csgt-kiem-tra-nong-do-con-tren-toan-quoc-4952996.html,1
653,VNExpress,Bà Đỗ Thị Thu Thảo làm Chủ tịch Hội Chữ thập đỏ Việt Nam - Báo VnExpress,"Bà Đỗ Thị Thu Thảo, Bí thư Đảng ủy Trung ương Hội Chữ thập đỏ Việt Nam, được bầu giữ chức Chủ tịch Hội nhiệm kỳ 2025-2030. Hội nghị bất thường Ban Thường vụ, Ban Chấp hành Trung ương Hội Chữ thập đỏ Việt Nam chiều 18/10 nhất trí bầu bà Thảo làm Chủ tịch với 100% đại biểu có mặt tán thành. Bà Đỗ Thị Thu Thảo 50 tuổi, trình độ tiến sĩ Kinh tế chính trị, thạc sĩ Quản lý công ngành xã hội học. Bà từng làm Phó chủ tịch thường trực Hội Liên hiệp phụ nữ Việt Nam. Phát biểu nhận nhiệm vụ, bà Thảo bày tỏ biết ơn và ý thức về trọng trách không chỉ với thế hệ cán bộ đi trước mà còn với hàng triệu trái tim nhân ái khắp đất nước. ""Nhất là khi đất nước phát triển nhưng thường xuyên đối mặt với thiên tai, thảm họa thì tình yêu thương và trách nhiệm cộng đồng càng trở nên quý giá"", bà nói. Bà Đỗ Thị Thu Thảo phát biểu chiều 18/10. Ảnh:  Bà Thảo khẳng định sẽ xây dựng Hội Chữ thập đỏ Việt Nam chuyên nghiệp, tự chủ, phát triển bền vững đến năm 2030 và 2045. Hội sẽ đẩy mạnh phong trào nhân đạo, nâng cao ",https://vnexpress.net/ba-do-thi-thu-thao-lam-chu-tich-hoi-chu-thap-do-viet-nam-4953032.html,1
654,VNExpress,Không khí lạnh tràn xuống miền Bắc - Báo VnExpress,"Không khí lạnh đang di chuyển xuống phía nam, rạng sáng 19/10 ảnh hưởng đến Đông Bắc Bộ, gây mưa rào, nhiệt độ giảm 4-5 độ C. Trung tâm Dự báo Khí tượng Thủy văn quốc gia cho biết từ ngày 20 đến 22/10, không khí lạnh được tăng cường mạnh hơn nên diện ảnh hưởng sẽ mở rộng ra đồng bằng Bắc Bộ và Tây Bắc Bộ. Nhiệt độ thấp nhất ở đồng bằng Bắc Bộ và Thanh Hóa phổ biến 19-21 độ C, vùng núi và trung du Bắc Bộ 17-19 độ, núi cao có nơi dưới 16 độ. Trang   của Mỹ dự báo Hà Nội ngày mai 24-33 độ C, đến thứ hai cao nhất là 30 độ C và giảm xuống 27 độ từ giữa tuần sau, ban đêm thấp nhất 21 độ, giảm 4-5 độ C so với một ngày trước. Điểm cao trên 1.500 m như Sa Pa (Lào Cai) cuối tuần sau dao động 12-16 độ C. Người dân đi xe máy trên cầu Long Biên, bắc qua sông Hồng, trong tiết trời lạnh. Ảnh:  Do không khí lạnh kết hợp với hoàn lưu bão Fengshen, từ ngày 19/10, bắc Biển Đông gió đông bắc mạnh cấp 6, giật cấp 7-8; riêng vùng biển phía đông gió mạnh dần lên cấp 6-8, giật cấp 10, sóng biển cao 2,5-4,5 m.",https://vnexpress.net/khong-khi-lanh-tran-xuong-mien-bac-4953048.html,1
655,VNExpress,TP HCM dừng dự án nhà ở tại khu vực Bến Nhà Rồng - Báo VnExpress,"Thường trực Thành ủy quyết định dừng dự án nhà ở tại khu vực Bến Nhà Rồng (quận 4 cũ) để mở rộng Không gian văn hóa Hồ Chí Minh và công viên. Thông tin được Bí thư Thành ủy Trần Lưu Quang cho biết tại hội nghị tổng kết 50 năm văn học - nghệ thuật TP HCM ngày 18/10. Theo ông Quang, thành phố từng giao đất cho nhà đầu tư làm dự án nhà ở tại Bến Nhà Rồng, nhưng Thường trực Thành ủy đã dừng việc này để mở rộng Không gian văn hóa Hồ Chí Minh. Theo Bí thư Thành ủy, Không gian văn hóa Hồ Chí Minh sẽ được mở rộng ở Bến Nhà Rồng. Phần còn lại của khu đất sẽ được quy hoạch thành công viên, kết hợp mở rộng   và phát triển các dịch vụ công cộng, không phát triển nhà ở. ""Giá trị kinh tế của dự án rất lớn nhưng liên quan đến pháp lý và các dự án cũ nên cần thời gian tháo gỡ"", ông Quang nói. Khu cảng Nhà Rồng - Khánh Hội nằm liền kề đường Nguyễn Tất Thành. Ảnh:  Bến Nhà Rồng - nay là Bảo tàng Hồ Chí Minh, chi nhánh TP HCM - là cụm di tích kiến trúc nằm bên sông Sài Gòn, gắn với sự kiện ngày 5/6/1911 ",https://vnexpress.net/tp-hcm-dung-du-an-nha-o-tai-khu-vuc-ben-nha-rong-4953039.html,1
656,VNExpress,Kè biển hơn 40 tỷ đồng vỡ nát sau mưa bão - Báo VnExpress,"Sau bão Bualoi hồi cuối tháng 9, khoảng 600 m bờ kè ở khu du lịch biển Cửa Lò bị sóng lớn đánh vỡ, đổ ngổn ngang. Tuyến kè dài 1,1 km, tổng vốn đầu tư hơn 40 tỷ đồng, được xây dựng năm 2021 do UBND thị xã Cửa Lò (cũ) làm chủ đầu tư, đưa vào sử dụng năm 2022. Công trình được thiết kế kết hợp đường dạo bộ ven biển, kỳ vọng tạo cảnh quan sạch đẹp, chống triều cường và xói lở, đảm bảo an toàn cho du khách. Hồi cuối tháng 9,  đổ bộ nhiều xã, phường của Nghệ An, gây mưa lớn và ngập lụt diện rộng, làm sập nhiều công trình, nhà cửa, cột điện... Tại phường Cửa Lò, sóng liên tục đánh mạnh vào bờ, khiến khoảng 600 m kè bêtông bị phá hủy. Kè biển Cửa Lò hư hỏng sau bão, ngày 18/10. Ảnh: Hệ thống kè có mặt trên rộng 4-5 m, phía dưới là bậc thang thoải xuống biển. Giữa tháng 10, công trình vẫn chưa được khắc phục. Hàng trăm tấm bêtông lát nền dài khoảng 3 m, rộng 1-2 m bị vỡ, đổ ngổn ngang, xếp chồng lên nhau. Nhiều tấm bị sụt xuống biển, số khác bị đẩy lên bờ cát, trơ lõi sắt thép. Tại chân kè, nhi",https://vnexpress.net/ke-bien-hon-40-ty-dong-vo-nat-sau-mua-bao-4953045.html,1
657,VNExpress,"Cháy tiệm spa, một người chết - Báo VnExpress","Cơ sở làm đẹp ở phường An Khê bất ngờ bốc cháy dữ dội khiến một người chết, 3 nạn nhân bị thương, sáng 19/10. Khoảng 4h30, người dân phát hiện căn nhà, cũng là cơ sở làm đẹp trên đường Đỗ Trạc, phường An Khê), cháy dữ dội nên tìm cách dập lửa. Tuy nhiên hoả hoạn bốc cao, ngoài tầm kiểm soát, một số người điện báo cảnh sát PCCC. Hiện trường đám cháy sáng sớm nay. Ảnh:  Hàng chục chiến sĩ được huy động đến hiện trường dập lửa. Hơn một giờ sau, đám cháy mới cơ bản được khống chế. Vụ hỏa hoạn khiến chị Trần Thị Thảo Nhi (31 tuổi, chủ cơ sở) tử vong. Anh Nguyễn Bá Cường (33 tuổi), Nguyễn Anh Duy (24 tuổi) và cháu Nguyễn Bá Thanh (5 tuổi) bị thương. Theo điều tra ban đầu của cảnh sát, chị Nhi và anh Cường là vợ chồng, có con là cháu Thanh. Sau thời gian chung sống, hai người xảy ra mâu thuẫn nên chia tay. Chị Nhi có quan hệ tình cảm với anh Duy. Tối qua, anh Cường đến thăm con và ngủ lại tại nhà vợ cũ thì xảy ra hỏa hoạn. Cơ quan chức năng nghi vấn đây là vụ phóng hỏa do ghen tuông, đang điề",https://vnexpress.net/chay-tiem-spa-mot-nguoi-chet-4953123.html,1
658,VNExpress,Người đàn ông lên rừng bẻ măng nghi bị voi giẫm chết - Báo VnExpress,"Người đàn ông 66 tuổi trú xã Đắk Wil (huyện Cư Jút, Đắk Nông cũ) được phát hiện chết trong rừng sau khi đi hái măng, cạnh đó có nhiều dấu vết giống chân voi giẫm đạp. Chiều 19/10, ông Hoàng Văn Tám, Chủ tịch UBND xã Đắk Wil, cho biết lực lượng chức năng đang tập trung điều tra nguyên nhân ông Mã Văn Tiến, trú thôn 18, tử vong trong rừng. Dấu vết hiện trường gần chỗ nạn nhân nằm chết giống như chân voi giẫm chà. Ảnh:  Hai hôm trước, gia đình nạn nhân đến công an xã trình báo việc ông Tiến vào rừng hái măng một mình nhưng không thấy trở về. Công an, quân sự xã cùng người dân tổ chức tìm kiếm xuyên đêm, đến sáng 18/10 phát hiện thi thể nạn nhân nằm chết trong khu rừng tre gần suối Đăk Rích, thuộc tiểu khu 854. Thi thể được ghi nhận có nhiều vết bầm, chấn thương nặng. Tại hiện trường có nhiều dấu vết giống vết nghi là dấu chân voi rừng. ""Hiện vẫn chưa thể khẳng định nạn nhân chết do voi rừng tấn công, công an xã đang phối hợp Công an tỉnh Lâm Đồng tập trung làm rõ"", lãnh đạo xã cho hay. Hi",https://vnexpress.net/nguoi-dan-ong-len-rung-be-mang-nghi-bi-voi-giam-chet-4953170.html,1
659,VNExpress,Băng rừng đưa hàng cứu trợ cho hơn 1.000 người bị cô lập - Báo VnExpress,"Chính quyền xã Nga My băng rừng, lội suối mang lương thực tiếp tế cho hơn 1.000 người ở hai bản Na Kho và Na Ngân đang bị cô lập do mưa lũ cuốn trôi cầu và đường. Sau các đợt mưa bão cuối tháng 9 và giữa tháng 10, xã miền núi Nga My bị thiệt hại nặng. Hơn 10 km đường và nhiều cầu dân sinh bị lũ ống cuốn trôi, đất đá sạt lở chặn kín lối vào các bản. Hai bản Na Ngân và Na Kho, cách trung tâm xã 12-20 km, bị chia cắt hoàn toàn, hơn 200 hộ dân bị cô lập nhiều ngày. Vận chuyển hàng cứu trợ vào bản Na Kho, ngày 18/10. Video:  Ông Lô Khăm Kha, Chủ tịch xã Nga My, cho biết bản Na Ngân có 156 hộ với 772 nhân khẩu, bị cô lập từ ngày 3/10, đến nay xe máy chỉ đi được từng đoạn vì 6 cầu lớn nhỏ bị cuốn trôi, nhiều người phải lội qua suối. Bản Na Kho có 78 hộ, 402 nhân khẩu, sau đợt mưa lớn 4 ngày trước tiếp tục bị chia cắt, máy cày và ôtô không thể vào được. Những ngày qua, chính quyền xã cùng các đoàn thiện nguyện ""tăng bo"" hàng cứu trợ nhiều chặng. Hàng được chở bằng máy cày hoặc xe máy đến điểm ",https://vnexpress.net/bang-rung-dua-hang-cuu-tro-cho-hon-1-000-nguoi-bi-co-lap-4953192.html,1
660,VNExpress,"Tin bão mới nhất 19/10: Bão Fengshen vào Biển Đông, mạnh cấp 9","Chiều 19/10, bão Fengshen đã đi vào Biển Đông với sức gió mạnh cấp 9, giật cấp 11, dự báo đạt cực đại cấp 11 khi ở phía bắc đặc khu Hoàng Sa. Trung tâm Dự báo Khí tượng Thủy văn quốc gia cho biết Fengshen đã vượt qua đảo Luzon của Philippines, lúc 16h ở phía đông của bắc Biển Đông, gió mạnh nhất 88 km/h, cấp 9, giật cấp 11.  Bão di chuyển theo hướng tây bắc tốc độ 20-25 km/h, đến 16h ngày 20/10 thì cách Hoàng Sa khoảng 380 km về phía đông đông bắc, gió mạnh cấp 10, giật cấp 12. Một ngày sau, bão cách Hoàng Sa khoảng 200 km về phía bắc, đạt cực đại cấp 11, giật cấp 13 và bắt đầu đổi hướng tây với tốc độ 10-15 km/h. Sau ngày 21/10, bão suy yếu dần do tương tác với không khí lạnh. Dự báo 16h ngày 22/10, tâm bão ở vùng biển tây bắc đặc khu Hoàng Sa, cách Đà Nẵng khoảng 220 km về phía đông bắc. Đài khí tượng Nhật Bản ghi nhận gió bão đang khoảng 65 km/h, đạt cực đại 108 km/h vào ngày 21/10. Đài Hong Kong dự báo có thể mạnh tới 120 km/h khi ở đông bắc Hoàng Sa. Dự báo hướng đi của bão chiều ",https://vnexpress.net/bao-fengshen-vao-bien-dong-gio-giat-cap-13-4953222.html,1
661,VNExpress,Gần 90% người vi phạm nồng độ cồn trong độ tuổi lao động - Báo VnExpress,"Theo thống kê của Cục Cảnh sát giao thông, 87,42% người điều khiển phương tiện vi phạm nồng độ cồn nằm trong độ tuổi lao động, chủ yếu là nam giới. Nhằm ngăn chặn vi phạm và tai nạn giao thông liên quan đến rượu bia, từ ngày 18/10, cảnh sát giao thông toàn quốc đồng loạt kiểm tra chuyên đề nồng độ cồn trong cùng một khung giờ. Hai thời điểm kiểm tra chính là buổi trưa từ 12h đến 14h30 và buổi tối từ 19h đến 22h, được đánh giá khoảng thời gian có nhiều người sử dụng rượu bia tham gia giao thông nhất. Đây là cách làm mới của Cục Cảnh sát giao thông (Cục CSGT, Bộ Công an), hướng đến thay đổi thói quen của người dân, đặc biệt trong các dịp lễ, Tết hoặc khi tình hình vi phạm phức tạp. Trong ngày đầu 18/10, CSGT cả nước phát hiện và lập biên bản hơn 3.800 trường hợp vi phạm nồng độ cồn, trong đó có 4 xe khách, 18 xe tải, 147 ôtô chở người dưới 9 chỗ ngồi, 3.615 xe máy và 45 xe thô sơ. Phân tích dữ liệu xử phạt cho thấy nhóm tuổi từ 36 đến 55 chiếm tỷ lệ cao nhất với hơn 59% (2.269 trường hợp",https://vnexpress.net/gan-90-nguoi-vi-pham-nong-do-con-trong-do-tuoi-lao-dong-4953209.html,1
662,VNExpress,Hồ thủy điện lớn nhất TP Huế điều tiết nước đón mưa lớn - Báo VnExpress,"Trước dự báo mưa đặc biệt lớn 800-1.000 mm, ba hồ thủy điện và thủy lợi lớn ở TP Huế đã điều tiết nước về hạ du để bảo đảm an toàn. Ngày 19/10, Chi cục Thủy lợi và Biến đổi khí hậu TP Huế cho biết lưu lượng nước về hồ Hương Điền - công trình có dung tích lớn nhất với 820 triệu m3 - đạt 589 m3/s; hồ Bình Điền 216 m3/s; hồ Tả Trạch 286 m3/s. Để đón lũ, hồ Hương Điền đang xả 613 m3/s, hồ Bình Điền 506 m3/s và hồ Tả Trạch 180 m3/s. Hồ Tả Trạch ở thượng nguồn sông Hương. Ảnh: Mực nước trên sông Hương tại trạm Kim Long đạt 1,21 m, cao hơn báo động một là 0,21 m; sông Bồ tại trạm Phú Ốc 2,73 m, thấp hơn báo động hai 0,27 m. Lũ từ thượng nguồn đổ về cùng mưa lớn khiến một số tuyến đường tại huyện Quảng Điền, Phong Điền ngập 30-100 cm. Tuyến tỉnh lộ 19A đoạn qua trụ sở công an xã Quảng Điền ngập 35 cm; đường Phò Nam B và Niêm Phò ngập sâu một mét; đường 71 đi thủy điện Rào Trăng 3, 4 đã được đóng và chốt chặn để đảm bảo an toàn. Ông Đặng Văn Hòa, Chi cục trưởng Chi cục Thủy lợi và Biến đổi khí ",https://vnexpress.net/ho-thuy-dien-lon-nhat-tp-hue-dieu-tiet-nuoc-don-mua-lon-4953261.html,1
663,VNExpress,Quảng Trị có thêm 20 nhà vệ sinh đạt chuẩn - Báo VnExpress,"Sau nhiều năm dùng nhà vệ sinh xuống cấp, trường THCS số 2 Hưng Trạch (xã Bố Trạch) cùng loạt trường học, có công trình mới đạt chuẩn của Bộ Giáo dục và Đào tạo. Bên rìa vùng núi đá vôi Vườn quốc gia Phong Nha - Kẻ Bàng, Trường THCS số 2 Hưng Trạch nằm lọt thỏm, xen giữa những ngôi nhà dân. Giờ ra chơi, sân trường vang tiếng cười. Nhiều nhóm đến dãy nhà vệ sinh vừa hoàn thiện cùng thầy cô trang trí khuôn viên, quét dọn, hướng dẫn nhau cách sử dụng, quy trình rửa tay đúng, chuẩn bị cho lễ khánh thành công trình mới do Quỹ Hy vọng tổ chức, với nguồn tài trợ từ Opella Việt Nam và nhãn hàng men ống vi sinh Enterogermina diễn ra chiều 13/10. Thầy Lương Đăng Khôi - giáo viên môn Khoa học tự nhiên, công tác 21 năm tại trường, tay vừa cuốc đất trồng thêm cây bóng mát trước nhà vệ sinh vừa kể, trước đây dãy phòng này từng là nỗi ám ảnh của thầy và trò trường THCS số 2 Hưng Trạch. Mái che dột nát, tường bong tróc, nền bẩn và mùi hôi khiến việc sử dụng trở thành thử thách. Học sinh và giáo viên p",https://vnexpress.net/quang-tri-co-them-20-nha-ve-sinh-dat-chuan-4953330.html,1
664,VNExpress,Kỷ lục Guinness từ bánh mì giúp thanh thiếu niên khó khăn - Báo VnExpress,"600 ổ bánh mì sẽ được xếp thành số 25 khổng lồ để xác lập kỷ lục Guinness, trong sự kiện gây quỹ hỗ trợ thanh thiếu niên hoàn cảnh khó khăn, ngày 25/10. Sự kiện do Đại học RMIT Việt Nam và doanh nghiệp xã hội KOTO tổ chức với sự đồng hành của Quỹ Hy vọng - báo  . Hoạt động là dịp gây quỹ cho Trường học Ước mơ (Dream School) của KOTO và tôn vinh văn hóa Việt qua món bánh mì. Các thanh thiếu niên được lo chỗ ăn ở, học nghề miễn phí và giới thiệu việc làm sau khi tốt nghiệp. Ảnh:  Theo ban tổ chức, 600 ổ bánh mì sẽ được xếp thành số 25 khổng lồ dưới sự chứng kiến của 1.000 khách tham dự cùng đại diện Tổ chức Kỷ lục thế giới Guinness. Lý giải việc chọn bánh mì, bà Jodie Altan, Phó Tổng giám đốc phụ trách đối ngoại của RMIT Việt Nam, cho biết món ăn này là biểu tượng cho tinh thần sáng tạo và kiên cường của người Việt. ""Bánh mì mang câu chuyện Việt Nam ra thế giới. Những gì chúng tôi đang làm cũng mang sứ mệnh tương tự: đem nền giáo dục đẳng cấp thế giới đến Việt Nam"", bà Jodie nói. Được th",https://vnexpress.net/ky-luc-guinness-tu-banh-mi-giup-thanh-thieu-nien-kho-khan-4952604.html,1
665,VNExpress,Khai mạc kỳ họp cuối cùng Quốc hội khóa 15 - Báo VnExpress,"Sáng 20/10, Quốc hội khai mạc kỳ họp thứ 10 - kỳ họp cuối cùng của khóa 15, diễn ra trong gần hai tháng với khối lượng lập pháp lớn nhất từ trước đến nay. Phát biểu khai mạc, Chủ tịch Quốc hội Trần Thanh Mẫn cho biết trong khoảng 40 ngày, Quốc hội sẽ xem xét, thông qua 53 dự án luật và nghị quyết. Đây là ""minh chứng cho tinh thần pháp luật phải đi trước một bước, mở đường cho đổi mới sáng tạo, lấy cuộc sống và lợi ích của nhân dân làm thước đo của chính sách"". Tổng Bí thư Tô Lâm, Chủ tịch nước Lương Cường, Thủ tướng Phạm Minh Chính, Chủ tịch Quốc hội Trần Thanh Mẫn cùng các đại biểu sau khi vào Lăng viếng Chủ tịch Hồ Chí Minh. Ảnh:  Theo Chủ tịch Quốc hội Trần Thanh Mẫn, các dự án luật trình kỳ họp lần này bao quát hầu hết lĩnh vực trọng yếu, nhiều vấn đề mới và biến động nhanh, nhằm thể chế hóa kịp thời chủ trương, nghị quyết của Đảng, tháo gỡ điểm nghẽn thể chế, đặc biệt trong các lĩnh vực đất đai, đầu tư, quy hoạch, xây dựng, môi trường, năng lượng; đồng thời góp phần lành mạnh hóa ",https://vnexpress.net/khai-mac-ky-hop-cuoi-cung-quoc-hoi-khoa-15-4953143.html,1
666,VNExpress,Chị Ngô Thị Hương và cuộc chiến chống u não để cứu con trai,"Chưa nguôi nỗi đau mất con gái vì u não, chị Ngô Thị Hương lại chết lặng khi con trai 11 tuổi, cũng nhận kết quả mắc căn bệnh tương tự. Suốt 12 năm qua, chị Ngô Thị Hương ở bệnh viện nhiều hơn ở nhà. ""Nhiều người chỉ cần con ốm vài ngày đã nản lòng, còn với vợ chồng tôi, đó là chuỗi ngày đằng đẵng giành giật sự sống cho các con"", người mẹ 39 tuổi ở xã Yên Mỹ, Hưng Yên, nói. Hành trình bi kịch của gia đình bắt đầu từ năm 2013, khi con gái đầu lòng 7 tuổi được phát hiện có khối u trong não. Dù vợ chồng chị, một người làm nông, một người lái xe khách, đã chạy vạy khắp nơi để lo tiền phẫu thuật, cô bé vẫn không qua khỏi. Một năm sau, niềm vui đón con trai Nguyễn Uy Vũ chưa trọn vẹn thì gia đình lại nhận tin bé bị tim bẩm sinh. Năm 2015, sau ca phẫu thuật tại Bệnh viện Tim Hà Nội, sức khỏe của Vũ tạm ổn. Những tưởng sóng gió đã qua, vợ chồng chị động viên nhau làm lụng trả nợ, vun vén cho tương lai của con. Thế nhưng, năm 2018, Vũ lại kêu đau chân và đi lại khó khăn. Bác sĩ Bệnh viện Việt Đ",https://vnexpress.net/nguoi-me-12-nam-gianh-con-tu-tay-tu-than-4952736.html,1
667,VNExpress,Tin bão mới nhất ngày 20/10: Bão Fengshen sẽ gây lũ vượt báo động ở miền Trung,"Mưa lớn kéo dài 6 ngày do ảnh hưởng của bão Fengshen sẽ khiến lũ trên các sông từ Quảng Trị đến Quảng Ngãi vượt báo động ba, kèm nguy cơ lũ quét và sạt lở đất. Trung tâm Dự báo Khí tượng Thủy văn quốc gia cho biết lúc 7h ngày 20/10, tâm bão cách đặc khu Hoàng Sa khoảng 490 km về phía đông đông bắc, sức gió mạnh nhất 88 km/h, cấp 9, giật cấp 11, di chuyển hướng tây bắc với tốc độ 25 km/h. Dự báo đến sáng mai, bão còn cách đặc khu Hoàng Sa 180 km, mạnh cấp 11, giật cấp 13, chếch lên tây tây bắc, sau đó đổi hướng xuống tây nam do tương tác với không khí lạnh, tốc độ 20 km/h. Đến 7h ngày 22/10, bão trên vùng biển tây bắc đặc khu Hoàng Sa, sức gió mạnh nhất cấp 10-11, giật cấp 13 và giữ hướng tây nam với tốc độ 10 km/h. Một ngày sau, bão trên vùng biển Huế đến Quảng Ngãi, sức gió giảm còn cấp 8, giật cấp 10. Dự báo đường đi và khu vực ảnh hưởng của bão Fengshen lúc 7h hôm nay. Ảnh: Đài Khí tượng Nhật Bản cho biết bão Fengshen hiện có sức gió 83 km/h và sẽ đạt cực đại 108 km/h vào ngày 21/10",https://vnexpress.net/bao-fengshen-se-gay-lu-vuot-bao-dong-o-mien-trung-4953286.html,1
668,VNExpress,Bến Nhà Rồng - từ thương cảng 150 năm đến 'đất vàng' ven sông Sài Gòn - Báo VnExpress,"Không chỉ giữ vị thế thương cảng lớn nhất Đông Dương hàng thế kỷ, cảng Sài Gòn với Bến Nhà Rồng còn là điểm khởi đầu hành trình tìm đường cứu nước của Chủ tịch Hồ Chí Minh. Cuối tuần qua, tại hội nghị tổng kết 50 năm văn học - nghệ thuật TP HCM, Bí thư Thành ủy Trần Lưu Quang cho biết Thường trực Thành uỷ đã thống nhất   giao đất cho nhà đầu tư làm dự án nhà ở khu vực Bến Nhà Rồng. Theo đó, không gian văn hóa Hồ Chí Minh sẽ mở rộng ở Bến Nhà Rồng, phần còn lại của khu đất được quy hoạch thành công viên, kết hợp mở rộng đường Nguyễn Tất Thành và phát triển các dịch vụ công cộng, không phát triển nhà ở. Khu vực Bến Nhà Rồng tiếp giáp với quận 1 cũ, cách phố đi bộ Nguyễn Huệ, Bến Bạch Đằng vài trăm mét. Nơi đây khi chiếm thành Gia Định năm 1859, người Pháp nhận ra vị trí đắc địa, thuận lợi giao thương của khu vực và lên kế hoạch xây cảng. Sông Sài Gòn đủ cho tàu thuyền lớn qua lại, cách biển 83 km. Bến Nhà Rồng năm 1866.  Gần ba năm sau, hãng vận tải Messageries Maritimes - doanh nghiệp h",https://vnexpress.net/ben-nha-rong-tu-thuong-cang-150-nam-den-dat-vang-ven-song-sai-gon-4953278.html,1
669,VNExpress,Không nhà sau lũ - Báo VnExpress,"Đêm chạy lụt, mẹ con bà Liên ôm đàn chó con với dắt theo chó mẹ chạy lên đồi, trước khi căn nhà bị lũ sông Cầu làm nứt vách, cuốn trôi đồ đạc. Đàn chó là tài sản duy nhất mà mẹ con bà Dương Thị Liên, ở thôn Vũ Chấn, xã Điềm Thụy còn giữ được sau lũ. Căn nhà xây gần hai mươi năm - chốn nương thân duy nhất đã bị nước lũ sông Cầu nhấn chìm làm hư hại nặng đêm 7/10. Xã Điềm Thụy nằm gần sông Cầu, cách trung tâm Thái Nguyên hơn 20 cây số. Gần một nửa trong số 36 thôn với hơn 2.500 căn nhà bị ngâm trong đợt lũ lịch sử. Mẹ con bà Liên trước căn nhà nứt tường không thể ở sau lũ, tháng 10/2025. Ảnh:  Đêm nước dâng, mẹ con bà Liên kê bốn chiếc ghế lên giường để đưa tủ lạnh lên, nghĩ sẽ an toàn như năm ngoái khi nước chỉ ngập đến sân rồi rút. Nhưng chỉ trong chốc lát, nước tràn vào nhà, ngập đầu gối. Bà vội hô hai con bỏ chạy. Con trai 17 tuổi và em gái 14 tuổi bế đàn chó con, còn bà dắt theo chó mẹ, cùng nhau chạy lên đồi cao gần nhà trú tạm, bỏ lại căn nhà đang chìm dần trong lũ. Gần một tuần s",https://vnexpress.net/khong-nha-sau-lu-4953273.html,1
670,VNExpress,Thủ tướng: Đột phá hạ tầng biển - lòng đất - vũ trụ - Báo VnExpress,"Thủ tướng cho biết Chính phủ sẽ tạo đột phá hạ tầng giai đoạn 2026-2030, khai thác ba không gian phát triển mới gồm biển, ngầm và vũ trụ. Báo cáo tại phiên khai mạc kỳ họp thứ 10, Quốc hội khóa 15 sáng 20/10, Thủ tướng Phạm Minh Chính nhấn mạnh hạ tầng là một trong ba đột phá chiến lược giai đoạn tới, được xác định là động lực tăng trưởng dài hạn. Chính phủ sẽ tập trung đầu tư đồng bộ các công trình giao thông, năng lượng, hạ tầng số và hạ tầng xã hội, bảo đảm kết nối vùng, liên kết quốc tế và thích ứng biến đổi khí hậu. Kế hoạch trọng tâm của Chính phủ là hoàn thiện tuyến đường sắt tốc độ cao Bắc Nam, khởi công tuyến Lào Cai - Hà Nội - Hải Phòng, mở rộng hệ thống cao tốc liên vùng và các nước láng giềng. Sân bay Long Thành giai đoạn hai sẽ được triển khai, đồng thời mở rộng Phú Quốc, Chu Lai, Phù Cát, Cà Mau, Thổ Chu và xây dựng sân bay Gia Bình, hình thành mạng hàng không chiến lược ba miền. Ba cảng trung chuyển quốc tế Cần Giờ, Liên Chiểu, Hòn Khoai sẽ được đầu tư đồng bộ, tạo chuỗi",https://vnexpress.net/thu-tuong-dot-pha-ha-tang-bien-long-dat-vu-tru-4953383.html,1
